num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
1732,746,2478,2.32171581769437
1717,853,2570,2.0128956623681127
1690,666,2356,2.5375375375375375
1914,998,2912,1.9178356713426854
1936,501,2437,3.8642714570858283
1717,805,2522,2.1329192546583853
1894,646,2540,2.931888544891641
1748,977,2725,1.7891504605936541
1747,888,2635,1.9673423423423424
1988,776,2764,2.5618556701030926
1882,517,2399,3.640232108317215
1763,605,2368,2.9140495867768594
1945,580,2525,3.353448275862069
1959,971,2930,2.0175077239958807
1820,592,2412,3.074324324324324
1787,542,2329,3.2970479704797047
1700,791,2491,2.1491782553729455
1826,687,2513,2.6579330422125182
1890,947,2837,1.9957761351636747
1985,800,2785,2.48125
1720,916,2636,1.8777292576419213
1947,803,2750,2.4246575342465753
1899,642,2541,2.957943925233645
1750,928,2678,1.8857758620689655
1943,987,2930,1.9685916919959474
1976,723,2699,2.7330567081604427
1871,951,2822,1.9674027339642481
1829,707,2536,2.586987270155587
1651,605,2256,2.728925619834711
1792,926,2718,1.9352051835853132
1852,513,2365,3.6101364522417154
1720,730,2450,2.356164383561644
1921,500,2421,3.842
1935,971,2906,1.992790937178167
1866,798,2664,2.338345864661654
1931,813,2744,2.3751537515375154
1728,803,2531,2.151930261519303
1752,760,2512,2.305263157894737
1933,614,2547,3.1482084690553744
1846,767,2613,2.406779661016949
1871,974,2845,1.9209445585215605
1631,593,2224,2.7504215851602023
1805,556,2361,3.2464028776978417
1943,851,2794,2.283196239717979
1676,693,2369,2.4184704184704184
1750,774,2524,2.260981912144703
1636,544,2180,3.0073529411764706
1924,626,2550,3.073482428115016
1973,909,2882,2.1705170517051706
1661,780,2441,2.1294871794871795
1639,662,2301,2.47583081570997
1717,636,2353,2.699685534591195
1641,805,2446,2.0385093167701864
1891,507,2398,3.7297830374753453
1899,813,2712,2.3357933579335795
1812,665,2477,2.724812030075188
1962,637,2599,3.0800627943485086
1914,598,2512,3.20066889632107
1990,837,2827,2.3775388291517325
1906,812,2718,2.3472906403940885
1891,525,2416,3.6019047619047617
1672,600,2272,2.7866666666666666
1825,918,2743,1.9880174291938997
1967,772,2739,2.5479274611398965
1732,682,2414,2.5395894428152492
1913,921,2834,2.0770901194353963
1985,687,2672,2.8893740902474527
1658,880,2538,1.884090909090909
1664,895,2559,1.859217877094972
1789,700,2489,2.5557142857142856
1804,601,2405,3.0016638935108153
1862,626,2488,2.97444089456869
1997,913,2910,2.1872946330777654
1897,601,2498,3.156405990016639
1829,575,2404,3.1808695652173915
1881,943,2824,1.994697773064687
1899,904,2803,2.100663716814159
1713,623,2336,2.749598715890851
1734,831,2565,2.0866425992779782
1920,754,2674,2.546419098143236
1668,973,2641,1.7142857142857142
1915,744,2659,2.5739247311827955
1802,708,2510,2.5451977401129944
1892,915,2807,2.06775956284153
1722,760,2482,2.2657894736842104
1620,775,2395,2.0903225806451613
1797,981,2778,1.8318042813455657
1738,624,2362,2.78525641025641
1804,519,2323,3.4759152215799616
1895,735,2630,2.578231292517007
1934,863,2797,2.2410196987253768
1979,604,2583,3.2764900662251657
1815,944,2759,1.9226694915254237
1932,580,2512,3.331034482758621
1854,802,2656,2.311720698254364
1647,721,2368,2.2843273231622745
1954,790,2744,2.473417721518987
1649,638,2287,2.584639498432602
1849,853,2702,2.167643610785463
1717,620,2337,2.7693548387096776
1920,895,2815,2.1452513966480447
1790,684,2474,2.6169590643274856
1714,501,2215,3.4211576846307383
1974,581,2555,3.397590361445783
1758,977,2735,1.7993858751279428
1853,859,2712,2.157159487776484
1985,816,2801,2.4325980392156863
1762,590,2352,2.986440677966102
1911,746,2657,2.5616621983914207
1894,579,2473,3.2711571675302245
1694,790,2484,2.1443037974683543
1666,682,2348,2.442815249266862
1693,823,2516,2.057108140947752
1636,621,2257,2.634460547504026
1800,859,2659,2.0954598370197903
1806,944,2750,1.9131355932203389
1615,849,2464,1.9022379269729093
1996,516,2512,3.868217054263566
1622,644,2266,2.518633540372671
1702,894,2596,1.9038031319910516
1887,642,2529,2.939252336448598
1867,536,2403,3.4832089552238807
1855,832,2687,2.2295673076923075
1979,956,2935,2.0700836820083683
1617,777,2394,2.081081081081081
1955,657,2612,2.975646879756469
1748,896,2644,1.9508928571428572
1717,666,2383,2.578078078078078
1980,883,2863,2.242355605889015
1990,730,2720,2.7260273972602738
1977,684,2661,2.8903508771929824
1778,793,2571,2.2421185372005046
1653,560,2213,2.9517857142857142
1811,502,2313,3.6075697211155378
1642,963,2605,1.7050882658359294
1772,641,2413,2.764430577223089
1857,940,2797,1.975531914893617
1720,887,2607,1.939120631341601
1919,816,2735,2.3517156862745097
1615,619,2234,2.6090468497576738
1875,993,2868,1.8882175226586102
1927,696,2623,2.7686781609195403
1902,515,2417,3.6932038834951455
1914,723,2637,2.6473029045643153
1775,513,2288,3.460038986354776
1639,963,2602,1.7019730010384215
1939,605,2544,3.2049586776859504
1799,742,2541,2.4245283018867925
1909,717,2626,2.6624825662482565
1950,929,2879,2.0990312163616793
1933,804,2737,2.404228855721393
1939,965,2904,2.0093264248704665
1951,903,2854,2.1605758582502768
1824,959,2783,1.9019812304483836
1786,737,2523,2.423337856173677
1667,501,2168,3.3273453093812377
1992,902,2894,2.2084257206208426
1960,503,2463,3.89662027833002
1917,756,2673,2.5357142857142856
1607,981,2588,1.638124362895005
1704,682,2386,2.498533724340176
1669,637,2306,2.620094191522763
1899,990,2889,1.9181818181818182
1984,770,2754,2.5766233766233766
1722,613,2335,2.809135399673736
1865,940,2805,1.9840425531914894
1661,638,2299,2.603448275862069
1803,822,2625,2.1934306569343067
1810,789,2599,2.29404309252218
1685,553,2238,3.0470162748643763
1847,769,2616,2.401820546163849
1727,985,2712,1.7532994923857868
1822,702,2524,2.5954415954415953
1999,782,2781,2.5562659846547313
1767,608,2375,2.90625
1682,814,2496,2.0663390663390664
1832,641,2473,2.858034321372855
1614,772,2386,2.0906735751295336
1649,810,2459,2.0358024691358025
1861,566,2427,3.2879858657243815
1710,594,2304,2.878787878787879
1667,556,2223,2.9982014388489207
1896,507,2403,3.739644970414201
1977,771,2748,2.5642023346303504
1646,917,2563,1.7949836423118866
1662,745,2407,2.2308724832214764
1671,514,2185,3.2509727626459144
1921,678,2599,2.8333333333333335
1947,869,2816,2.240506329113924
1832,969,2801,1.890608875128999
1608,714,2322,2.2521008403361344
1843,933,2776,1.9753483386923902
1974,975,2949,2.0246153846153847
1904,648,2552,2.9382716049382718
1946,781,2727,2.491677336747759
1711,659,2370,2.5963581183611533
1846,749,2595,2.4646194926568756
1801,858,2659,2.099067599067599
1844,602,2446,3.0631229235880397
1809,681,2490,2.656387665198238
1755,747,2502,2.3493975903614457
1873,960,2833,1.9510416666666666
1676,773,2449,2.168175937904269
1966,579,2545,3.395509499136442
1845,839,2684,2.199046483909416
1648,726,2374,2.2699724517906334
1643,561,2204,2.928698752228164
1711,868,2579,1.9711981566820276
1908,611,2519,3.1227495908346974
1776,874,2650,2.0320366132723113
1618,594,2212,2.723905723905724
1953,589,2542,3.3157894736842106
1966,547,2513,3.5941499085923216
1776,617,2393,2.8784440842787684
1633,900,2533,1.8144444444444445
1705,529,2234,3.223062381852552
1721,748,2469,2.300802139037433
1685,694,2379,2.4279538904899134
1867,981,2848,1.9031600407747196
1649,685,2334,2.4072992700729925
1835,883,2718,2.0781426953567386
1859,983,2842,1.891149542217701
1904,966,2870,1.9710144927536233
1638,520,2158,3.15
1743,856,2599,2.036214953271028
1763,972,2735,1.8137860082304527
1722,615,2337,2.8
1837,762,2599,2.410761154855643
1845,530,2375,3.481132075471698
1844,708,2552,2.6045197740112993
1616,869,2485,1.859608745684695
1898,810,2708,2.34320987654321
1963,539,2502,3.641929499072356
1614,629,2243,2.5659777424483305
1710,963,2673,1.7757009345794392
1976,612,2588,3.2287581699346406
1926,744,2670,2.588709677419355
1813,684,2497,2.6505847953216373
1805,646,2451,2.7941176470588234
1618,740,2358,2.1864864864864866
1880,892,2772,2.10762331838565
1861,956,2817,1.9466527196652719
1750,882,2632,1.9841269841269842
1725,573,2298,3.0104712041884816
1970,593,2563,3.3220910623946036
1797,743,2540,2.4185733512786003
1860,921,2781,2.019543973941368
1704,818,2522,2.0831295843520783
1744,709,2453,2.459802538787024
1739,865,2604,2.0104046242774567
1786,986,2772,1.8113590263691683
1661,808,2469,2.0556930693069306
1902,842,2744,2.2589073634204277
1696,611,2307,2.775777414075286
1746,613,2359,2.8482871125611746
1741,722,2463,2.4113573407202216
1893,682,2575,2.775659824046921
1986,791,2777,2.5107458912768648
1901,801,2702,2.3732833957553057
1879,986,2865,1.9056795131845843
1659,534,2193,3.106741573033708
1837,981,2818,1.872579001019368
1834,530,2364,3.460377358490566
1928,1000,2928,1.928
1956,910,2866,2.1494505494505494
1608,774,2382,2.0775193798449614
1704,759,2463,2.2450592885375493
1661,885,2546,1.8768361581920905
1730,617,2347,2.8038897893030796
1963,894,2857,2.1957494407158835
1968,500,2468,3.936
1937,770,2707,2.5155844155844154
1760,970,2730,1.8144329896907216
1947,966,2913,2.015527950310559
1798,796,2594,2.258793969849246
1997,834,2831,2.394484412470024
1785,877,2662,2.0353477765108323
1928,785,2713,2.4560509554140126
1914,870,2784,2.2
1664,571,2235,2.914185639229422
1927,757,2684,2.5455746367239103
1757,897,2654,1.9587513935340022
1895,897,2792,2.112597547380156
1943,999,2942,1.944944944944945
1965,583,2548,3.3704974271012005
1678,766,2444,2.1906005221932117
1890,943,2833,2.00424178154825
1690,914,2604,1.8490153172866521
1602,881,2483,1.8183881952326901
1714,968,2682,1.7706611570247934
1784,574,2358,3.1080139372822297
1663,662,2325,2.512084592145015
1807,791,2598,2.2844500632111253
1743,915,2658,1.9049180327868853
1678,931,2609,1.8023630504833512
1977,904,2881,2.186946902654867
1860,543,2403,3.425414364640884
1959,757,2716,2.5878467635402904
1694,741,2435,2.2860998650472335
1858,967,2825,1.921406411582213
1655,501,2156,3.3033932135728543
1998,753,2751,2.653386454183267
1720,547,2267,3.1444241316270567
1611,742,2353,2.1711590296495955
1660,681,2341,2.437591776798825
1737,877,2614,1.9806157354618017
1645,648,2293,2.5385802469135803
1820,798,2618,2.280701754385965
1620,614,2234,2.6384364820846904
1775,595,2370,2.9831932773109244
1975,892,2867,2.2141255605381165
1778,756,2534,2.3518518518518516
1735,516,2251,3.362403100775194
1852,505,2357,3.6673267326732675
1688,803,2491,2.1021170610211706
1647,711,2358,2.3164556962025316
1758,891,2649,1.973063973063973
1821,668,2489,2.7260479041916166
1841,980,2821,1.8785714285714286
1963,943,2906,2.0816542948038177
1682,637,2319,2.6405023547880693
1804,567,2371,3.181657848324515
1991,542,2533,3.6734317343173433
1844,685,2529,2.691970802919708
1747,735,2482,2.3768707482993197
1782,864,2646,2.0625
1667,679,2346,2.455081001472754
1992,946,2938,2.105708245243129
1650,909,2559,1.8151815181518152
1767,907,2674,1.948180815876516
1985,992,2977,2.001008064516129
1824,634,2458,2.8769716088328074
1764,683,2447,2.5827232796486093
1955,719,2674,2.7190542420027817
1772,538,2310,3.2936802973977697
1964,658,2622,2.9848024316109423
1831,770,2601,2.377922077922078
1945,873,2818,2.22794959908362
1838,609,2447,3.0180623973727423
1649,545,2194,3.0256880733944955
1923,576,2499,3.3385416666666665
1697,617,2314,2.7504051863857373
1926,838,2764,2.2983293556085918
1761,813,2574,2.1660516605166054
1756,884,2640,1.9864253393665159
1783,946,2729,1.8847780126849893
1982,892,2874,2.2219730941704037
1836,628,2464,2.9235668789808917
1678,742,2420,2.261455525606469
1808,908,2716,1.9911894273127753
1708,827,2535,2.065296251511487
1997,582,2579,3.43127147766323
1635,882,2517,1.8537414965986394
1684,688,2372,2.447674418604651
